,date,title,content,gall_name
0,2023.02.07 15:45,<더불어민주당 전국대학생위원회 발대식 연기 안내>,<더불어민주당 전국대학생위원회 발대식 연기 안내> 안녕하십니까. 더불어민주당 대학생 당원동지 여러분. 다가오는 10일 예정되었던 더불어민주당 전국대학생위원회 발대식을 부득이하게 연기하게 되었습니다...,더불어민주당
1,2023.02.11 20:48,[매일신문 칼럼] 정치가 문제다: 더불어민주당(한동훈),https://n.news.naver.com/article/088/0000798035?sid=110 [홍성걸 칼럼] 정치가 문제다: 더불어민주당 더불어민주당은 누가 뭐래도 한국 정치사에서 가장 오래된 정당의 후예다. 민주당은 광복 직후 보수우파...,기타 국내 드라마
2,2023.02.02 14:18,(메이플폭로)더불어 민주당은 하루빨리 당 대표 이재명을 버려야하죠,"김건희 영부인을 열심히 공격을 해봐야..... 더불어 민주당 당 대표의 이재명님의 범죄 혐의가 없어지는 것 아닌데요.(보복 심리가 발동해서,김건희 영부인을 공격하죠)",메이플스토리
3,2023.02.12 18:06,더불어민주당하고 통진당하고 뭐가 다른데 분탕년들아~,게 더불어고 중국에 붙어서 대한민국의 이권을 파괴시키고 대한민국을 절단 내려한 괴수 문재앙이 더불어민주당이고 위안부 할머니들 돈문제 윤미향이 더불어고 북한간부하고 접촉한 간첩도 더불어인 윤미향...,권유
4,2023.02.06 14:43,"더불어민주당 광주광역시당, 당 지지도 보고 '당황'","https://n.news.naver.com/article/079/0003734527?sid=102 더불어민주당 광주광역시당, 당 지지도 보고 '당황' 더불어민주당 광주광역시당이 최근 주요 사회 정치 현안에 대해 휴대전화 설문조사를 진행하면서...",이재명
5,2023.02.07 14:39,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,조폭새끼가 5.18 회장인기라 이런색기들이 매년 유공자 팔이 감성팔이 리본팔이 해가메 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 기라 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰인기라 그기,팝콘TV
6,2023.01.21 02:25,난 윤석열 반대하지만 지금의 더불어민주당은 지지 안한다,문재인 정권 이후의 더불어민주당은 진보의 탈을 쓴 수꼴임 내가 젤 싫어하는 것이 항상 정의롭게 살자고 떠드는 사람임 보수놈들은 탐욕에 물든 놈들이고 자기네가 가장 깨끗하다고? 그렇게 말하는 사람 치고...,부동산
7,2022.12.18 03:08,더불어민주당과 국민의 힘 차이.,"이것은 더불어민주당 역대 정권 및 현 더불어민주당 대표인 이잼(이재명). 아시아의 만델라인 김대중 전 대통령, 탈권위-지방분권의 노무현 전 대통령 그리고 국격(국제적 위상) 상승, 보건복지 정책 확립의...",최강욱
8,2023.01.22 21:05,두 짤로 알아보는 더불어민주당의 좌경화,더불어민주당의 원시 전신 한국민주당의 창당 주역 조병옥 현재 더불어민주당 대표 이재명 - dc official App,국내보수
9,2023.02.07 14:46,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,이런 놈들이 매년 유공자 팔이 감성팔이 리본팔이 해서 사골에 육수에 우려서 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 거다 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰이다 백번 암기해라,"정치, 사회"
10,2023.02.07 14:45,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,이런 놈들이 매년 유공자 팔이 감성팔이 리본팔이 해서 사골에 육수에 우려서 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 거다 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰이다 백번 암기해라,롯데 자이언츠
11,2023.02.07 14:44,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,이런 놈들이 매년 유공자 팔이 감성팔이 리본팔이 해서 사골에 육수에 우려서 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 거다 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰이다 백번 암기해라,주식
12,2023.02.07 14:42,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,이런 놈들이 매년 유공자 팔이 감성팔이 리본팔이 해서 사골에 육수에 우려서 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 거다 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰이다 백번 암기해라,부동산
13,2023.02.07 14:41,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,이런 놈들이 매년 유공자 팔이 감성팔이 리본팔이 해서 사골에 육수에 우려서 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 거다 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰이다 백번 암기해라,도시
14,2023.01.28 07:08,더불어체가 더불어민주당 창당 이후에 신영복체로 이름이 바뀜.,그 글꼴을 두고서 원래는 신영복체 라는 말은 없었음. 신영복 자칭 그리고 타칭 더불어체 였음. 더불어민주당이 정당 명칭으로 가져가고난 이후부터 따로 신영복체 라는 말이 생겨남. 사람이 먼저다 이거 문재인...,국민의힘
15,2023.02.02 14:22,(메이플폭로)더불어 민주당의 지지자 및 국회의원 분들에게,"나같으면은 더불어 민주당 당 대표의 이재명님을 버려요... 왜냐하면 범죄 혐의가 많기 때문에요.(어차피 기소가 돼죠) 이재명님을 버리고,김건희 영부인의 잘못을 밝혀야 하죠.",메이플스토리
16,2023.02.02 14:10,(메이플폭로)더불어 민주당은 당대표의 이재명님을 버려야 하거든요,"만약에 김건희 영부이님의 잘못이 밝혀 진다고 할지라도, 더불어 민주당 당 대표의 이재명의 범죄 혐의가 사라지지 않 거든요.지금이야 총선이 아니라서 이재명님을 감싸도는 듯요.",메이플스토리
17,2022.12.18 03:03,더불어민주당이 '명문 정당' 인 이유:국격(국제적 위상) 상승 주도.,"여러분들께서도 잘 보시다시피, 우리 대한민국의 더불어민주당은 윤보선/장면-김대중-노무현-문재인 전 정권 그리고 현 이재명 더불어민주당 대표(이전에 더불어민주당 소속 경기도내 성남시장, 경기도지사 재직...",최강욱
18,2023.01.01 18:39,"서울, 수도권 사람들은 선거 철에 더불어민주당을 지지할 수밖에 없음",더불어민주당이 집권해야 북한이 군사 도발을 안 하거든. 서울 수도권 사람들이 안전하게 살기 위해서는 더불어민주당을 지지해야 됨. 국민의 힘을 지지하면 군사 도발이 심해짐.,두산 베어스
19,2023.01.02 00:47,더불어민주당 대통령 선거 재외국민투표 부분 3연승이네.,"우리 대한민국의 더불어민주당이 역대 대통령 선거에서 재외국민투표 부분만 따로 떼어내서 보면, 2012년-2017년-2022년 이렇게 3연승을 한 것을 알 수 있음. 심지어 모두 득표율이 과반인 50%를 넘었고, 갈수록...",최강욱
20,2023.01.15 18:14,충청권 더불어민주당 외면하나… 지지율 전국서 세 번째로 낮아,선 국힘보다 7%p 뒤지기도 https://www.cctoday.co.kr/news/articleView.html?idxno=2172592 충청권 더불어민주당 외면하나… 지지율 전국서 세 번째로 낮아 [충청투데이 이병욱 기자] 충청권 민심이 더불어...,도시
21,2023.01.18 15:38,더불어민주당갤러리가 강하다 유승민 갤러리를 무단 점거시도합니다.,유승민 의원과 개혁보수진영의 지지라는 갤러리 개설 취지와 어긋난 목적을 가지고 지속적으로 외부 개입을 획책 중이오니 더불어민주당 갤러리 활동인원의 갤러리 인수는 정당성이 없습니다.,강하다 유승민
22,2023.01.18 05:46,정의당이 더불어민주당보다 좌익이라고 보긴 어렵지,"정의당은 더불어민주당과 동급이라고 봄 1. 국민참여계가 중심세력으로 창당한 정의당은 민주당계 정당 집권기인 김대중 노무현 시절 노동탄압에 책임이 있단점에서 더불어민주당과 동급 2. 이석기, 김재연에게...",중도정치
23,2023.01.01 18:34,"서울, 수도권 사람들은 더불어민주당을 지지할 수밖에 없음.",더불어민주당이 집권해야 북한이 군사 도발을 안 하거든. 서울 수도권 사람들이 안전하게 살기 위해서는 더불어민주당을 지지해야 됨. 국민의 힘을 지지하면 군사 도발이 심해짐.,LG 트윈스
24,2023.01.25 10:34,난방비 폭탄의 주범은 더불어민주당이 맞네,"이태원 참사'와 관련해 ""다 n.news.naver.com 난방비 폭탄의 주범은 인민과더불어민주당이다. 호흡기 떼어져 시한부인 민주당이 재명을 걸고 선동하는가본데 그래봤자 어짜피 민주당은 사라질 운명임 거짓말...",부동산
25,2023.02.07 15:45,<더불어민주당 전국대학생위원회 발대식 연기 안내>,<더불어민주당 전국대학생위원회 발대식 연기 안내> 안녕하십니까. 더불어민주당 대학생 당원동지 여러분. 다가오는 10일 예정되었던 더불어민주당 전국대학생위원회 발대식을 부득이하게 연기하게 되었습니다...,더불어민주당
26,2023.02.11 20:48,[매일신문 칼럼] 정치가 문제다: 더불어민주당(한동훈),https://n.news.naver.com/article/088/0000798035?sid=110 [홍성걸 칼럼] 정치가 문제다: 더불어민주당 더불어민주당은 누가 뭐래도 한국 정치사에서 가장 오래된 정당의 후예다. 민주당은 광복 직후 보수우파...,기타 국내 드라마
27,2023.02.02 14:18,(메이플폭로)더불어 민주당은 하루빨리 당 대표 이재명을 버려야하죠,"김건희 영부인을 열심히 공격을 해봐야..... 더불어 민주당 당 대표의 이재명님의 범죄 혐의가 없어지는 것 아닌데요.(보복 심리가 발동해서,김건희 영부인을 공격하죠)",메이플스토리
28,2023.02.12 18:06,더불어민주당하고 통진당하고 뭐가 다른데 분탕년들아~,게 더불어고 중국에 붙어서 대한민국의 이권을 파괴시키고 대한민국을 절단 내려한 괴수 문재앙이 더불어민주당이고 위안부 할머니들 돈문제 윤미향이 더불어고 북한간부하고 접촉한 간첩도 더불어인 윤미향...,권유
29,2023.02.06 14:43,"더불어민주당 광주광역시당, 당 지지도 보고 '당황'","https://n.news.naver.com/article/079/0003734527?sid=102 더불어민주당 광주광역시당, 당 지지도 보고 '당황' 더불어민주당 광주광역시당이 최근 주요 사회 정치 현안에 대해 휴대전화 설문조사를 진행하면서...",이재명
30,2023.02.07 14:39,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,조폭새끼가 5.18 회장인기라 이런색기들이 매년 유공자 팔이 감성팔이 리본팔이 해가메 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 기라 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰인기라 그기,팝콘TV
31,2023.01.21 02:25,난 윤석열 반대하지만 지금의 더불어민주당은 지지 안한다,문재인 정권 이후의 더불어민주당은 진보의 탈을 쓴 수꼴임 내가 젤 싫어하는 것이 항상 정의롭게 살자고 떠드는 사람임 보수놈들은 탐욕에 물든 놈들이고 자기네가 가장 깨끗하다고? 그렇게 말하는 사람 치고...,부동산
32,2022.12.18 03:08,더불어민주당과 국민의 힘 차이.,"이것은 더불어민주당 역대 정권 및 현 더불어민주당 대표인 이잼(이재명). 아시아의 만델라인 김대중 전 대통령, 탈권위-지방분권의 노무현 전 대통령 그리고 국격(국제적 위상) 상승, 보건복지 정책 확립의...",최강욱
33,2023.01.22 21:05,두 짤로 알아보는 더불어민주당의 좌경화,더불어민주당의 원시 전신 한국민주당의 창당 주역 조병옥 현재 더불어민주당 대표 이재명 - dc official App,국내보수
34,2023.02.07 14:46,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,이런 놈들이 매년 유공자 팔이 감성팔이 리본팔이 해서 사골에 육수에 우려서 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 거다 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰이다 백번 암기해라,"정치, 사회"
35,2023.02.07 14:45,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,이런 놈들이 매년 유공자 팔이 감성팔이 리본팔이 해서 사골에 육수에 우려서 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 거다 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰이다 백번 암기해라,롯데 자이언츠
36,2023.02.07 14:44,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,이런 놈들이 매년 유공자 팔이 감성팔이 리본팔이 해서 사골에 육수에 우려서 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 거다 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰이다 백번 암기해라,주식
37,2023.02.07 14:42,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,이런 놈들이 매년 유공자 팔이 감성팔이 리본팔이 해서 사골에 육수에 우려서 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 거다 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰이다 백번 암기해라,부동산
38,2023.02.07 14:41,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,이런 놈들이 매년 유공자 팔이 감성팔이 리본팔이 해서 사골에 육수에 우려서 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 거다 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰이다 백번 암기해라,도시
39,2023.01.28 07:08,더불어체가 더불어민주당 창당 이후에 신영복체로 이름이 바뀜.,그 글꼴을 두고서 원래는 신영복체 라는 말은 없었음. 신영복 자칭 그리고 타칭 더불어체 였음. 더불어민주당이 정당 명칭으로 가져가고난 이후부터 따로 신영복체 라는 말이 생겨남. 사람이 먼저다 이거 문재인...,국민의힘
40,2023.02.02 14:22,(메이플폭로)더불어 민주당의 지지자 및 국회의원 분들에게,"나같으면은 더불어 민주당 당 대표의 이재명님을 버려요... 왜냐하면 범죄 혐의가 많기 때문에요.(어차피 기소가 돼죠) 이재명님을 버리고,김건희 영부인의 잘못을 밝혀야 하죠.",메이플스토리
41,2023.02.02 14:10,(메이플폭로)더불어 민주당은 당대표의 이재명님을 버려야 하거든요,"만약에 김건희 영부이님의 잘못이 밝혀 진다고 할지라도, 더불어 민주당 당 대표의 이재명의 범죄 혐의가 사라지지 않 거든요.지금이야 총선이 아니라서 이재명님을 감싸도는 듯요.",메이플스토리
42,2022.12.18 03:03,더불어민주당이 '명문 정당' 인 이유:국격(국제적 위상) 상승 주도.,"여러분들께서도 잘 보시다시피, 우리 대한민국의 더불어민주당은 윤보선/장면-김대중-노무현-문재인 전 정권 그리고 현 이재명 더불어민주당 대표(이전에 더불어민주당 소속 경기도내 성남시장, 경기도지사 재직...",최강욱
43,2023.01.01 18:39,"서울, 수도권 사람들은 선거 철에 더불어민주당을 지지할 수밖에 없음",더불어민주당이 집권해야 북한이 군사 도발을 안 하거든. 서울 수도권 사람들이 안전하게 살기 위해서는 더불어민주당을 지지해야 됨. 국민의 힘을 지지하면 군사 도발이 심해짐.,두산 베어스
44,2023.01.02 00:47,더불어민주당 대통령 선거 재외국민투표 부분 3연승이네.,"우리 대한민국의 더불어민주당이 역대 대통령 선거에서 재외국민투표 부분만 따로 떼어내서 보면, 2012년-2017년-2022년 이렇게 3연승을 한 것을 알 수 있음. 심지어 모두 득표율이 과반인 50%를 넘었고, 갈수록...",최강욱
45,2023.01.15 18:14,충청권 더불어민주당 외면하나… 지지율 전국서 세 번째로 낮아,선 국힘보다 7%p 뒤지기도 https://www.cctoday.co.kr/news/articleView.html?idxno=2172592 충청권 더불어민주당 외면하나… 지지율 전국서 세 번째로 낮아 [충청투데이 이병욱 기자] 충청권 민심이 더불어...,도시
46,2023.01.18 15:38,더불어민주당갤러리가 강하다 유승민 갤러리를 무단 점거시도합니다.,유승민 의원과 개혁보수진영의 지지라는 갤러리 개설 취지와 어긋난 목적을 가지고 지속적으로 외부 개입을 획책 중이오니 더불어민주당 갤러리 활동인원의 갤러리 인수는 정당성이 없습니다.,강하다 유승민
47,2023.01.18 05:46,정의당이 더불어민주당보다 좌익이라고 보긴 어렵지,"정의당은 더불어민주당과 동급이라고 봄 1. 국민참여계가 중심세력으로 창당한 정의당은 민주당계 정당 집권기인 김대중 노무현 시절 노동탄압에 책임이 있단점에서 더불어민주당과 동급 2. 이석기, 김재연에게...",중도정치
48,2023.01.01 18:34,"서울, 수도권 사람들은 더불어민주당을 지지할 수밖에 없음.",더불어민주당이 집권해야 북한이 군사 도발을 안 하거든. 서울 수도권 사람들이 안전하게 살기 위해서는 더불어민주당을 지지해야 됨. 국민의 힘을 지지하면 군사 도발이 심해짐.,LG 트윈스
49,2023.01.25 10:34,난방비 폭탄의 주범은 더불어민주당이 맞네,"이태원 참사'와 관련해 ""다 n.news.naver.com 난방비 폭탄의 주범은 인민과더불어민주당이다. 호흡기 떼어져 시한부인 민주당이 재명을 걸고 선동하는가본데 그래봤자 어짜피 민주당은 사라질 운명임 거짓말...",부동산
50,2022.11.03 03:13,더불어민주당이 역대급으로 완패를 당하고 털린 건 지도부의 무능,더불어민주당 원내대표는 오거돈 부산광역시장이 불구속기소되고 박원순 서울특별시장이 연루된 더불어민주당 소속 지방자치단체장의 성추문 사건에 대한 안일한 대처과정으로 국민들의 큰 비판을 받았는데 이들...,기타 국내 드라마
51,2022.11.08 02:44,이잼(이재명) 중심 더불어민주당이 재집권 및 장기집권-독주 체제 각임.,"우리 대한민국의 현 각 정당들, 더불어민주당 역대 정권 성향. > 자유게시판 | 민주제빵소 (minjoobakery.com) 우리 대한민국의 1등 정당인 더불어민주당의 역대 정권들과 이잼. > 자유게시판 | 민주제빵소...",최강욱
52,2022.12.31 10:57,더불어민주당 경남도당 새해인사,[Web발신] 안녕하십니까? 더불어민주당 경남도당 당원동지여러분! 희망을 품고 맞이한 임인년 호랑이의 해가 저물어 갑니다. 2022년 한 해 정말 고생하셨습니다. 내년 2023년 계묘년도 당원 동지여러분과 소통...,더불어민주당
53,2022.11.03 18:33,더불어민주당이 정의당으로부터 까이는 원인을 제공한 박원순 성추행 의혹,더불어민주당이 기존에 더불어민주당에서 벌어진 당내 성추문과는 다른 태도를 보이거나 피해자인 김잔디를 가리켜 피해호소인이라는 용어를 사용하여 국민들로부터 신뢰를 완전히 잃어버린 결정타가 박원순 서울...,도시
54,2022.11.03 10:53,더불어민주당 선거 연전연패원인,"더불어민주당이 2021년 4월 7일 2021년 재보궐선거, 2022년 3월 9일 20대 대통령선거, 2022년 6월 1일 8회 전국동시지방선거를 연달아 패배하게 된 이후에 우상호 전 더불어민주당 비상대책위원장을 비롯해 학자...",롯데 자이언츠
55,2023.02.02 13:49,더불어민주당 2030대 당원이 얼마나 되는지 아시나요?,나무위키에 보니까 더불어민주당 권리당원만 119만명이라는데요. 2030대는 권리당원포함해서 일반당원은 얼마나 될까요?,더불어민주당
56,2022.11.27 01:12,리얼미터) 더불어민주당 독주! 60대도 경합(엄대엄)!,"우리 대한민국의 더불어민주당이 리얼미터에서 최근 발표한 여론조사에 의하면, 정당 지지율에서 48.1%를 기록해냄. 국민의 힘보다 기본적으로 7~10% 내지 그 이상 앞서가는 구도가 형성된 걸 다시 확인할 수...",최강욱
57,2023.01.29 09:24,민주당 유튜브 이름 걍 더불어민주당으로 바꿨으면..,그 대표때 존나 뜬금없이 델리민주로 바꿨었는데 걍 더불어민주당 유튜브로 바꿨으면 좋겠다... 제발...,더불어민주당
58,2022.11.04 06:30,내가 더불어민주당에 제일 실망한게 박원순 피해호소인 운운하는 태도,"단순히 박원순 성추행 피소사건 그 자체로 실망한게 아니라 더불어민주당 지도부가 박원순 성추행 피소사건에 대해 대처하는 과정에서 앞장서서 성추행 피해자인 김잔디릉 향해 고소인, 피해호소인, 피해호소...",국내야구
59,2022.12.03 15:06,이재명 더불어민주당 현 대표가 세계경제포럼 패널로 참가하다.,"50%가 사라진다 - YouTube 여러분들께서도 보시다시피, 우리 대한민국의 이재명 더불어민주당 현 대표가 더불어민주당 소속 경기도내 성남시장, 경기도지사 재직 시절, 특히 경기도지사 재직 당시에 세계경제포럼...",최강욱
60,2022.11.04 02:30,더불어민주당에서 성비위가 잦다는 낙인을 찍은 건 박원순 성추행 피소사건,김잔디를 가리켜 피해호소인이라는 용어를 사용하여 국민들로부터 완전히 신뢰를 잃어버리고 더불어민주당 소속 정치인들이 연루된 성비위 사건 대처에 대한 더불어민주당 지도부의 난맥상을 드러낸 원인이...,국내야구
61,2022.12.19 17:34,메릴랜드 - 더불어민주당 신현영 이태원 cg 구라 ㅋ,더불어민주당 신현영 국회의원이 구급차타고 이태원에 1시40분경 도착했다는데 http://www.sisafocus.co.kr/news/articleView.html?idxno=288581 (관련기사) 그거 가지고 서로 싸우는 중 그게 중요한게 아니라...,이태원
62,2022.11.26 15:52,더불어 민주당 평당원 애플사과의 출당을 촉구합니다 청원동의부탁드립니다.,더불어 민주당 평당원 애플사과씨의 출당을 촉구합니다 청원동의부탁드립니다.🍉🍉⛏⛏ 더불어민주당 홈페이지=>맨아래 청원=>동의하기=>평당원 애플사과의 출당을 촉구합니다. 지현아 그만 좀 보자~더 나대는 거 못...,이재명
63,2023.01.01 14:17,2023년 더불어민주당 신년인사회,"희망을 만드는 일들이 많이 사라지고 폭력적, 일방적 지배가 난무하는 시대이긴 하지만, 그래도 더불어민주당이 새로운 희망의 길을 국민과 함께 만들어 나가야 한다고 생각합니다. 여기 계신 분들뿐만 아니라...",더불어민주당
64,2023.02.08 06:04,[한길리서치] 국민의힘 41.2% vs 더불어민주당 27.3%,힘 41.2% vs 민주당 27.3% [쿠키뉴스 여론조사] 그래픽=이승렬 디자이너 국민의힘의 정당지지도가 더불어민주당과 14%p 격차를 보이며 우세했다.쿠키뉴스 의뢰로 여론조사 전문기관 한길리서치가 www.kukinews.com,새로운보수당
65,2022.12.03 16:34,이재명 더불어민주당 현 대표의 기본소득이 해외에 긍정적으로 보도되다.,"With Universal Basic Income | WSJ - YouTube 여러분들께서도 잘 보시다시피, 이재명 더불어민주당 현 대표가 더불어민주당 소속 경기도내 성남시장 및 경기도지사 재직 시절, 특히 경기도지사 재직 시절에...",최강욱
66,2023.02.01 06:12,[알앤써치] 국민의힘 40% vs 더불어민주당 44.4%,"44.4% vs 국민의힘 40.0%…野, 최고치 찍으며 4주만에 역전 [서울=뉴스핌] 박서영 기자 = 이재명 더불어민주당 대표의 연이은 검찰 출석 조사에도 불구하고 민주당 지지율은 지난주 대비 3.3%p 상승하며 뉴스핌...",새로운보수당
67,2023.02.01 06:05,[에이스리서치] 국민의힘 42.9% vs 더불어민주당 35.5%,"與, 野에 역전 기사내용 요약 2주새 격차 커져…與 4.3%p↑ 민주 4.6%p↓ 국민의힘의 정당 지지도가 더불어민주당의 정당 지지도를 오차범위 밖에서 넘어선 것으로 1일 나타났다. 뉴시스가 여론조사 전문기관...",새로운보수당
68,2022.11.08 02:54,영국 BBC 평가:아시아의 만델라 더불어민주당 소속 김대중 전 대통령.,우리 대한민국의 1등 정당인 더불어민주당의 역대 정권들과 이잼. > 자유게시판 | 민주제빵소 (minjoobakery.com) 영국 BBC에서 우리 대한민국의 더불어민주당 소속 김대중 전 대통령을 '아시아의 만델라' 로...,최강욱
69,2022.12.23 12:09,더불어민주당 국민혁신위원 모집 공모,"정당,당원과 함께 소통하고 결정하는 정당으로 거듭날 수 있도록 정치를 개혁하고 정당을 혁신하겠습니다. 국민 누구나 더불어민주당에 대한 관심과 애정만 있다면 국민혁신위원으로 지원 가능하니 많은 관심과...",더불어민주당
70,2022.12.20 15:58,메릴랜드 - 더불어민주당 신현영 이태원 cg 구라 ㅋ,더불어민주당 신현영 국회의원이 구급차타고 이태원에 1시40분경 도착했다는데 http://www.sisafocus.co.kr/news/articleView.html?idxno=288581 (관련기사) 그거 가지고 서로 싸우는 중 그게 중요한게 아니라...,이태원
71,2022.12.01 14:15,청원동의}더불어민주당 당원이 공천권을 가져오는 청원입니다 3개 부탁드림,청원동의}더불어민주당 평당원 애플사과의 출당을 촉구합니다. https://petitions.theminjoo.kr/22328001L6H7QC9 반개혁파 이낙연. 이원욱. 조응천.전재수.박용진. 김종민 등등 해당행위자들 모두 출당시켜...,이재명
72,2022.11.03 07:03,더불어민주당이 선거패배를 거듭하는 이유도 성추문 사건에 대한 대처,"더불어민주당을 이끌어가는 지도부는 더불어민주당이 국민들로부터 완전히 신뢰를 잃어버린 원인인 결정적인 고비 때마다 안희정 충청남도지사, 정봉주 전 국회의원, 민병두 전 국회의원, 이재현 인천광역시 서구...",도시
73,2023.01.06 16:44,2022년 더불어민주당 넷플릭스 ㅋㅋㅋㅋㅋ,"다시 돌아보는 2022 더불어민주당 인사들의 내로남불 * 후원계좌 : 국민은행 ******-**-****** (예금주:국민의힘 중앙당후원회)[후원시 유의사항] ① 개인 명의로만 후원 가능 - 법인, 단체, 당원이 될 수 없는...",부동산
74,2023.02.07 20:51,국민의 힘vs 더불어 민주당,국힘 개추 더불어 민주당 비추 야갤은 어느쪽이더많나 체크함해보자,국내야구
75,2023.02.07 15:45,<더불어민주당 전국대학생위원회 발대식 연기 안내>,<더불어민주당 전국대학생위원회 발대식 연기 안내> 안녕하십니까. 더불어민주당 대학생 당원동지 여러분. 다가오는 10일 예정되었던 더불어민주당 전국대학생위원회 발대식을 부득이하게 연기하게 되었습니다...,더불어민주당
76,2023.02.11 20:48,[매일신문 칼럼] 정치가 문제다: 더불어민주당(한동훈),https://n.news.naver.com/article/088/0000798035?sid=110 [홍성걸 칼럼] 정치가 문제다: 더불어민주당 더불어민주당은 누가 뭐래도 한국 정치사에서 가장 오래된 정당의 후예다. 민주당은 광복 직후 보수우파...,기타 국내 드라마
77,2023.02.02 14:18,(메이플폭로)더불어 민주당은 하루빨리 당 대표 이재명을 버려야하죠,"김건희 영부인을 열심히 공격을 해봐야..... 더불어 민주당 당 대표의 이재명님의 범죄 혐의가 없어지는 것 아닌데요.(보복 심리가 발동해서,김건희 영부인을 공격하죠)",메이플스토리
78,2023.02.12 18:06,더불어민주당하고 통진당하고 뭐가 다른데 분탕년들아~,게 더불어고 중국에 붙어서 대한민국의 이권을 파괴시키고 대한민국을 절단 내려한 괴수 문재앙이 더불어민주당이고 위안부 할머니들 돈문제 윤미향이 더불어고 북한간부하고 접촉한 간첩도 더불어인 윤미향...,권유
79,2023.02.06 14:43,"더불어민주당 광주광역시당, 당 지지도 보고 '당황'","https://n.news.naver.com/article/079/0003734527?sid=102 더불어민주당 광주광역시당, 당 지지도 보고 '당황' 더불어민주당 광주광역시당이 최근 주요 사회 정치 현안에 대해 휴대전화 설문조사를 진행하면서...",이재명
80,2023.02.07 14:39,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,조폭새끼가 5.18 회장인기라 이런색기들이 매년 유공자 팔이 감성팔이 리본팔이 해가메 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 기라 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰인기라 그기,팝콘TV
81,2023.01.21 02:25,난 윤석열 반대하지만 지금의 더불어민주당은 지지 안한다,문재인 정권 이후의 더불어민주당은 진보의 탈을 쓴 수꼴임 내가 젤 싫어하는 것이 항상 정의롭게 살자고 떠드는 사람임 보수놈들은 탐욕에 물든 놈들이고 자기네가 가장 깨끗하다고? 그렇게 말하는 사람 치고...,부동산
82,2022.12.18 03:08,더불어민주당과 국민의 힘 차이.,"이것은 더불어민주당 역대 정권 및 현 더불어민주당 대표인 이잼(이재명). 아시아의 만델라인 김대중 전 대통령, 탈권위-지방분권의 노무현 전 대통령 그리고 국격(국제적 위상) 상승, 보건복지 정책 확립의...",최강욱
83,2023.01.22 21:05,두 짤로 알아보는 더불어민주당의 좌경화,더불어민주당의 원시 전신 한국민주당의 창당 주역 조병옥 현재 더불어민주당 대표 이재명 - dc official App,국내보수
84,2023.02.07 14:46,그알에도 나온 전라도 조폭 정리해준다 노조 전라도 더불어민주당,이런 놈들이 매년 유공자 팔이 감성팔이 리본팔이 해서 사골에 육수에 우려서 우리 세금으로 보조금빼묵고 지원금 빼묵고 하는 거다 노동조합 = 전라도 = 더불어민주당 = 빨갱이 = 건달 국룰이다 백번 암기해라,"정치, 사회"
